impl,config,mesh_file,num_triangles,grid_res,elapsed_ms
cuda,cuda_64tpb,data/airplane_0001.off,104773,32,0.425984
cuda,cuda_128tpb,data/airplane_0001.off,104773,32,0.443392
cuda,cuda_256tpb,data/airplane_0001.off,104773,32,0.624640
cuda,cuda_64tpb,data/airplane_0001.off,104773,32,0.532480
cuda,cuda_128tpb,data/airplane_0001.off,104773,32,0.502784
cuda,cuda_256tpb,data/airplane_0001.off,104773,32,0.496448
cuda,cuda_64tpb,data/airplane_0001.off,104773,32,0.565248
cuda,cuda_128tpb,data/airplane_0001.off,104773,32,0.504608
cuda,cuda_256tpb,data/airplane_0001.off,104773,32,0.536576
cuda,cuda_64tpb,data/chair_0001.off,2234,32,0.605184
cuda,cuda_128tpb,data/chair_0001.off,2234,32,0.665600
cuda,cuda_256tpb,data/chair_0001.off,2234,32,0.504640
cuda,cuda_64tpb,data/chair_0001.off,2234,32,0.462848
cuda,cuda_128tpb,data/chair_0001.off,2234,32,0.551936
cuda,cuda_256tpb,data/chair_0001.off,2234,32,0.551936
cuda,cuda_64tpb,data/chair_0001.off,2234,32,0.656384
cuda,cuda_128tpb,data/chair_0001.off,2234,32,0.505856
cuda,cuda_256tpb,data/chair_0001.off,2234,32,2.994176
cuda,cuda_64tpb,data/table_0001.off,8652,32,0.745344
cuda,cuda_128tpb,data/table_0001.off,8652,32,0.459776
cuda,cuda_256tpb,data/table_0001.off,8652,32,0.474112
cuda,cuda_64tpb,data/table_0001.off,8652,32,0.502784
cuda,cuda_128tpb,data/table_0001.off,8652,32,0.506880
cuda,cuda_256tpb,data/table_0001.off,8652,32,0.601888
cuda,cuda_64tpb,data/table_0001.off,8652,32,0.576352
cuda,cuda_128tpb,data/table_0001.off,8652,32,0.483136
cuda,cuda_256tpb,data/table_0001.off,8652,32,0.945152
cuda,cuda_64tpb,data/guitar_0001.off,11325,32,0.699392
cuda,cuda_128tpb,data/guitar_0001.off,11325,32,0.308224
cuda,cuda_256tpb,data/guitar_0001.off,11325,32,0.360448
cuda,cuda_64tpb,data/guitar_0001.off,11325,32,0.552832
cuda,cuda_128tpb,data/guitar_0001.off,11325,32,0.323584
cuda,cuda_256tpb,data/guitar_0001.off,11325,32,0.347136
cuda,cuda_64tpb,data/guitar_0001.off,11325,32,0.536416
cuda,cuda_128tpb,data/guitar_0001.off,11325,32,0.380928
cuda,cuda_256tpb,data/guitar_0001.off,11325,32,0.442368
cuda,cuda_64tpb,data/lamp_0001.off,15328,32,0.807936
cuda,cuda_128tpb,data/lamp_0001.off,15328,32,0.929600
cuda,cuda_256tpb,data/lamp_0001.off,15328,32,0.674784
cuda,cuda_64tpb,data/lamp_0001.off,15328,32,0.678912
cuda,cuda_128tpb,data/lamp_0001.off,15328,32,0.717824
cuda,cuda_256tpb,data/lamp_0001.off,15328,32,0.722944
cuda,cuda_64tpb,data/lamp_0001.off,15328,32,0.921536
cuda,cuda_128tpb,data/lamp_0001.off,15328,32,1.187840
cuda,cuda_256tpb,data/lamp_0001.off,15328,32,1.391616
cuda,cuda_64tpb,data/person_0001.off,22509,32,0.368640
cuda,cuda_128tpb,data/person_0001.off,22509,32,2.299744
cuda,cuda_256tpb,data/person_0001.off,22509,32,0.357376
cuda,cuda_64tpb,data/person_0001.off,22509,32,0.433984
cuda,cuda_128tpb,data/person_0001.off,22509,32,0.360448
cuda,cuda_256tpb,data/person_0001.off,22509,32,0.424736
cuda,cuda_64tpb,data/person_0001.off,22509,32,0.342016
cuda,cuda_128tpb,data/person_0001.off,22509,32,0.454656
cuda,cuda_256tpb,data/person_0001.off,22509,32,0.345088
cuda,cuda_64tpb,data/bookshelf_0001.off,96,32,0.522240
cuda,cuda_128tpb,data/bookshelf_0001.off,96,32,0.464896
cuda,cuda_256tpb,data/bookshelf_0001.off,96,32,0.466880
cuda,cuda_64tpb,data/bookshelf_0001.off,96,32,0.614400
cuda,cuda_128tpb,data/bookshelf_0001.off,96,32,0.445440
cuda,cuda_256tpb,data/bookshelf_0001.off,96,32,0.524128
cuda,cuda_64tpb,data/bookshelf_0001.off,96,32,0.588800
cuda,cuda_128tpb,data/bookshelf_0001.off,96,32,0.434176
cuda,cuda_256tpb,data/bookshelf_0001.off,96,32,0.439296
