impl,config,mesh_file,num_triangles,grid_res,elapsed_ms
pthreads,pth_1t,data/airplane_0001.off,104773,32,19.222531
pthreads,pth_4t,data/airplane_0001.off,104773,32,5.676942
pthreads,pth_8t,data/airplane_0001.off,104773,32,7.261669
pthreads,pth_1t,data/airplane_0001.off,104773,32,19.241094
pthreads,pth_4t,data/airplane_0001.off,104773,32,6.116688
pthreads,pth_8t,data/airplane_0001.off,104773,32,5.403774
pthreads,pth_1t,data/airplane_0001.off,104773,32,19.008937
pthreads,pth_4t,data/airplane_0001.off,104773,32,5.532271
pthreads,pth_8t,data/airplane_0001.off,104773,32,9.429123
pthreads,pth_1t,data/chair_0001.off,2234,32,2.219742
pthreads,pth_4t,data/chair_0001.off,2234,32,1.062163
pthreads,pth_8t,data/chair_0001.off,2234,32,1.292681
pthreads,pth_1t,data/chair_0001.off,2234,32,1.535113
pthreads,pth_4t,data/chair_0001.off,2234,32,1.088118
pthreads,pth_8t,data/chair_0001.off,2234,32,1.090005
pthreads,pth_1t,data/chair_0001.off,2234,32,1.492645
pthreads,pth_4t,data/chair_0001.off,2234,32,3.982128
pthreads,pth_8t,data/chair_0001.off,2234,32,1.477064
pthreads,pth_1t,data/table_0001.off,8652,32,2.867827
pthreads,pth_4t,data/table_0001.off,8652,32,1.493607
pthreads,pth_8t,data/table_0001.off,8652,32,2.103786
pthreads,pth_1t,data/table_0001.off,8652,32,2.900616
pthreads,pth_4t,data/table_0001.off,8652,32,1.826821
pthreads,pth_8t,data/table_0001.off,8652,32,1.387424
pthreads,pth_1t,data/table_0001.off,8652,32,3.028682
pthreads,pth_4t,data/table_0001.off,8652,32,1.466854
pthreads,pth_8t,data/table_0001.off,8652,32,1.368173
pthreads,pth_1t,data/guitar_0001.off,11325,32,2.979736
pthreads,pth_4t,data/guitar_0001.off,11325,32,0.997261
pthreads,pth_8t,data/guitar_0001.off,11325,32,1.150294
pthreads,pth_1t,data/guitar_0001.off,11325,32,2.729894
pthreads,pth_4t,data/guitar_0001.off,11325,32,0.927190
pthreads,pth_8t,data/guitar_0001.off,11325,32,0.976223
pthreads,pth_1t,data/guitar_0001.off,11325,32,2.897204
pthreads,pth_4t,data/guitar_0001.off,11325,32,3.048333
pthreads,pth_8t,data/guitar_0001.off,11325,32,1.102816
pthreads,pth_1t,data/lamp_0001.off,15328,32,4.264761
pthreads,pth_4t,data/lamp_0001.off,15328,32,2.680479
pthreads,pth_8t,data/lamp_0001.off,15328,32,2.701442
pthreads,pth_1t,data/lamp_0001.off,15328,32,4.525342
pthreads,pth_4t,data/lamp_0001.off,15328,32,3.161626
pthreads,pth_8t,data/lamp_0001.off,15328,32,2.758404
pthreads,pth_1t,data/lamp_0001.off,15328,32,4.294056
pthreads,pth_4t,data/lamp_0001.off,15328,32,2.661620
pthreads,pth_8t,data/lamp_0001.off,15328,32,3.388365
pthreads,pth_1t,data/person_0001.off,22509,32,5.778674
pthreads,pth_4t,data/person_0001.off,22509,32,2.250929
pthreads,pth_8t,data/person_0001.off,22509,32,1.935119
pthreads,pth_1t,data/person_0001.off,22509,32,6.072617
pthreads,pth_4t,data/person_0001.off,22509,32,1.972511
pthreads,pth_8t,data/person_0001.off,22509,32,1.909234
pthreads,pth_1t,data/person_0001.off,22509,32,5.863768
pthreads,pth_4t,data/person_0001.off,22509,32,2.128257
pthreads,pth_8t,data/person_0001.off,22509,32,2.199661
pthreads,pth_1t,data/bookshelf_0001.off,96,32,0.425009
pthreads,pth_4t,data/bookshelf_0001.off,96,32,0.417272
pthreads,pth_8t,data/bookshelf_0001.off,96,32,0.854985
pthreads,pth_1t,data/bookshelf_0001.off,96,32,0.435395
pthreads,pth_4t,data/bookshelf_0001.off,96,32,0.353378
pthreads,pth_8t,data/bookshelf_0001.off,96,32,5.467214
pthreads,pth_1t,data/bookshelf_0001.off,96,32,0.480282
pthreads,pth_4t,data/bookshelf_0001.off,96,32,0.981401
pthreads,pth_8t,data/bookshelf_0001.off,96,32,0.489998
pthreads,pth_1t,data/bottle_0001.off,1070,32,1.424209
pthreads,pth_4t,data/bottle_0001.off,1070,32,1.124001
pthreads,pth_8t,data/bottle_0001.off,1070,32,1.744040
pthreads,pth_1t,data/bottle_0001.off,1070,32,1.449551
pthreads,pth_4t,data/bottle_0001.off,1070,32,1.091800
pthreads,pth_8t,data/bottle_0001.off,1070,32,1.120964
pthreads,pth_1t,data/bottle_0001.off,1070,32,1.441563
pthreads,pth_4t,data/bottle_0001.off,1070,32,1.312786
pthreads,pth_8t,data/bottle_0001.off,1070,32,1.871140
pthreads,pth_1t,data/piano_0001.off,16719,32,4.884951
pthreads,pth_4t,data/piano_0001.off,16719,32,1.918036
pthreads,pth_8t,data/piano_0001.off,16719,32,1.744248
pthreads,pth_1t,data/piano_0001.off,16719,32,4.924860
pthreads,pth_4t,data/piano_0001.off,16719,32,2.170811
pthreads,pth_8t,data/piano_0001.off,16719,32,1.754130
pthreads,pth_1t,data/piano_0001.off,16719,32,4.855735
pthreads,pth_4t,data/piano_0001.off,16719,32,3.127479
pthreads,pth_8t,data/piano_0001.off,16719,32,2.150777
pthreads,pth_1t,data/airplane_0001.off,104773,64,28.339838
pthreads,pth_4t,data/airplane_0001.off,104773,64,8.911350
pthreads,pth_8t,data/airplane_0001.off,104773,64,6.897562
pthreads,pth_1t,data/airplane_0001.off,104773,64,27.878835
pthreads,pth_4t,data/airplane_0001.off,104773,64,8.966148
pthreads,pth_8t,data/airplane_0001.off,104773,64,6.580541
pthreads,pth_1t,data/airplane_0001.off,104773,64,27.919574
pthreads,pth_4t,data/airplane_0001.off,104773,64,8.752794
pthreads,pth_8t,data/airplane_0001.off,104773,64,9.160154
pthreads,pth_1t,data/chair_0001.off,2234,64,4.338775
pthreads,pth_4t,data/chair_0001.off,2234,64,4.608610
pthreads,pth_8t,data/chair_0001.off,2234,64,5.012535
pthreads,pth_1t,data/chair_0001.off,2234,64,4.110619
pthreads,pth_4t,data/chair_0001.off,2234,64,3.040017
pthreads,pth_8t,data/chair_0001.off,2234,64,3.422906
pthreads,pth_1t,data/chair_0001.off,2234,64,4.273960
pthreads,pth_4t,data/chair_0001.off,2234,64,3.276558
pthreads,pth_8t,data/chair_0001.off,2234,64,4.159912
pthreads,pth_1t,data/table_0001.off,8652,64,6.608375
pthreads,pth_4t,data/table_0001.off,8652,64,3.049744
pthreads,pth_8t,data/table_0001.off,8652,64,6.224098
pthreads,pth_1t,data/table_0001.off,8652,64,6.290111
pthreads,pth_4t,data/table_0001.off,8652,64,3.270551
pthreads,pth_8t,data/table_0001.off,8652,64,4.077868
pthreads,pth_1t,data/table_0001.off,8652,64,6.515486
pthreads,pth_4t,data/table_0001.off,8652,64,3.282808
pthreads,pth_8t,data/table_0001.off,8652,64,3.132158
pthreads,pth_1t,data/guitar_0001.off,11325,64,4.373526
pthreads,pth_4t,data/guitar_0001.off,11325,64,2.684142
pthreads,pth_8t,data/guitar_0001.off,11325,64,1.338749
pthreads,pth_1t,data/guitar_0001.off,11325,64,4.370784
pthreads,pth_4t,data/guitar_0001.off,11325,64,1.387508
pthreads,pth_8t,data/guitar_0001.off,11325,64,2.106620
pthreads,pth_1t,data/guitar_0001.off,11325,64,4.697853
pthreads,pth_4t,data/guitar_0001.off,11325,64,1.368569
pthreads,pth_8t,data/guitar_0001.off,11325,64,3.027927
pthreads,pth_1t,data/lamp_0001.off,15328,64,12.176123
pthreads,pth_4t,data/lamp_0001.off,15328,64,9.143175
pthreads,pth_8t,data/lamp_0001.off,15328,64,8.912764
pthreads,pth_1t,data/lamp_0001.off,15328,64,11.152258
pthreads,pth_4t,data/lamp_0001.off,15328,64,9.594633
pthreads,pth_8t,data/lamp_0001.off,15328,64,9.883848
pthreads,pth_1t,data/lamp_0001.off,15328,64,11.279691
pthreads,pth_4t,data/lamp_0001.off,15328,64,9.567731
pthreads,pth_8t,data/lamp_0001.off,15328,64,10.928303
pthreads,pth_1t,data/person_0001.off,22509,64,9.876709
pthreads,pth_4t,data/person_0001.off,22509,64,3.526572
pthreads,pth_8t,data/person_0001.off,22509,64,3.738370
pthreads,pth_1t,data/person_0001.off,22509,64,10.368332
pthreads,pth_4t,data/person_0001.off,22509,64,5.011020
pthreads,pth_8t,data/person_0001.off,22509,64,5.194168
pthreads,pth_1t,data/person_0001.off,22509,64,9.954150
pthreads,pth_4t,data/person_0001.off,22509,64,3.857667
pthreads,pth_8t,data/person_0001.off,22509,64,2.652261
pthreads,pth_1t,data/bookshelf_0001.off,96,64,1.224992
pthreads,pth_4t,data/bookshelf_0001.off,96,64,0.525756
pthreads,pth_8t,data/bookshelf_0001.off,96,64,0.787603
pthreads,pth_1t,data/bookshelf_0001.off,96,64,2.004023
pthreads,pth_4t,data/bookshelf_0001.off,96,64,1.025049
pthreads,pth_8t,data/bookshelf_0001.off,96,64,1.035400
pthreads,pth_1t,data/bookshelf_0001.off,96,64,1.327483
pthreads,pth_4t,data/bookshelf_0001.off,96,64,0.575886
pthreads,pth_8t,data/bookshelf_0001.off,96,64,2.212054
pthreads,pth_1t,data/bottle_0001.off,1070,64,4.658228
pthreads,pth_4t,data/bottle_0001.off,1070,64,4.021080
pthreads,pth_8t,data/bottle_0001.off,1070,64,8.243894
pthreads,pth_1t,data/bottle_0001.off,1070,64,4.008154
pthreads,pth_4t,data/bottle_0001.off,1070,64,4.086713
pthreads,pth_8t,data/bottle_0001.off,1070,64,4.846966
pthreads,pth_1t,data/bottle_0001.off,1070,64,4.384635
pthreads,pth_4t,data/bottle_0001.off,1070,64,3.572196
pthreads,pth_8t,data/bottle_0001.off,1070,64,4.234807
pthreads,pth_1t,data/piano_0001.off,16719,64,9.001279
pthreads,pth_4t,data/piano_0001.off,16719,64,2.746264
pthreads,pth_8t,data/piano_0001.off,16719,64,2.473781
pthreads,pth_1t,data/piano_0001.off,16719,64,8.337949
pthreads,pth_4t,data/piano_0001.off,16719,64,2.774181
pthreads,pth_8t,data/piano_0001.off,16719,64,2.390898
pthreads,pth_1t,data/piano_0001.off,16719,64,8.263276
pthreads,pth_4t,data/piano_0001.off,16719,64,3.563430
pthreads,pth_8t,data/piano_0001.off,16719,64,2.223393
pthreads,pth_1t,data/airplane_0001.off,104773,128,63.386047
pthreads,pth_4t,data/airplane_0001.off,104773,128,22.569324
pthreads,pth_8t,data/airplane_0001.off,104773,128,13.037470
pthreads,pth_1t,data/airplane_0001.off,104773,128,52.873039
pthreads,pth_4t,data/airplane_0001.off,104773,128,17.544628
pthreads,pth_8t,data/airplane_0001.off,104773,128,11.023075
pthreads,pth_1t,data/airplane_0001.off,104773,128,50.637582
pthreads,pth_4t,data/airplane_0001.off,104773,128,17.338505
pthreads,pth_8t,data/airplane_0001.off,104773,128,11.895771
pthreads,pth_1t,data/chair_0001.off,2234,128,14.553094
pthreads,pth_4t,data/chair_0001.off,2234,128,10.936023
pthreads,pth_8t,data/chair_0001.off,2234,128,10.371346
pthreads,pth_1t,data/chair_0001.off,2234,128,14.942853
pthreads,pth_4t,data/chair_0001.off,2234,128,10.428419
pthreads,pth_8t,data/chair_0001.off,2234,128,14.318787
pthreads,pth_1t,data/chair_0001.off,2234,128,14.430183
pthreads,pth_4t,data/chair_0001.off,2234,128,10.867370
pthreads,pth_8t,data/chair_0001.off,2234,128,11.076363
pthreads,pth_1t,data/table_0001.off,8652,128,17.017739
pthreads,pth_4t,data/table_0001.off,8652,128,8.063191
pthreads,pth_8t,data/table_0001.off,8652,128,7.279994
pthreads,pth_1t,data/table_0001.off,8652,128,16.756505
pthreads,pth_4t,data/table_0001.off,8652,128,8.189731
pthreads,pth_8t,data/table_0001.off,8652,128,6.837798
pthreads,pth_1t,data/table_0001.off,8652,128,16.624274
pthreads,pth_4t,data/table_0001.off,8652,128,8.536131
pthreads,pth_8t,data/table_0001.off,8652,128,8.036283
pthreads,pth_1t,data/guitar_0001.off,11325,128,8.562879
pthreads,pth_4t,data/guitar_0001.off,11325,128,2.694247
pthreads,pth_8t,data/guitar_0001.off,11325,128,2.768160
pthreads,pth_1t,data/guitar_0001.off,11325,128,8.553539
pthreads,pth_4t,data/guitar_0001.off,11325,128,5.820070
pthreads,pth_8t,data/guitar_0001.off,11325,128,2.752051
pthreads,pth_1t,data/guitar_0001.off,11325,128,8.462971
pthreads,pth_4t,data/guitar_0001.off,11325,128,3.613028
pthreads,pth_8t,data/guitar_0001.off,11325,128,2.862413
pthreads,pth_1t,data/lamp_0001.off,15328,128,50.033556
pthreads,pth_4t,data/lamp_0001.off,15328,128,48.174974
pthreads,pth_8t,data/lamp_0001.off,15328,128,46.369284
pthreads,pth_1t,data/lamp_0001.off,15328,128,49.866525
pthreads,pth_4t,data/lamp_0001.off,15328,128,49.728385
pthreads,pth_8t,data/lamp_0001.off,15328,128,49.203463
pthreads,pth_1t,data/lamp_0001.off,15328,128,49.860041
pthreads,pth_4t,data/lamp_0001.off,15328,128,47.798214
pthreads,pth_8t,data/lamp_0001.off,15328,128,47.128972
pthreads,pth_1t,data/person_0001.off,22509,128,22.494245
pthreads,pth_4t,data/person_0001.off,22509,128,8.614327
pthreads,pth_8t,data/person_0001.off,22509,128,6.331482
pthreads,pth_1t,data/person_0001.off,22509,128,22.936174
pthreads,pth_4t,data/person_0001.off,22509,128,8.794676
pthreads,pth_8t,data/person_0001.off,22509,128,10.496470
pthreads,pth_1t,data/person_0001.off,22509,128,22.335547
pthreads,pth_4t,data/person_0001.off,22509,128,9.232675
pthreads,pth_8t,data/person_0001.off,22509,128,7.248001
pthreads,pth_1t,data/bookshelf_0001.off,96,128,4.158349
pthreads,pth_4t,data/bookshelf_0001.off,96,128,1.350765
