impl,config,mesh_file,num_triangles,grid_res,elapsed_ms
openmp,omp_1t,data/airplane_0001.off,104773,32,18.073307
openmp,omp_4t,data/airplane_0001.off,104773,32,14.650325
openmp,omp_8t,data/airplane_0001.off,104773,32,23.263133
openmp,omp_1t,data/airplane_0001.off,104773,32,18.468404
openmp,omp_4t,data/airplane_0001.off,104773,32,5.546891
openmp,omp_8t,data/airplane_0001.off,104773,32,19.209658
openmp,omp_1t,data/airplane_0001.off,104773,32,18.118392
openmp,omp_4t,data/airplane_0001.off,104773,32,5.383349
openmp,omp_8t,data/airplane_0001.off,104773,32,20.979736
openmp,omp_1t,data/chair_0001.off,2234,32,1.749723
openmp,omp_4t,data/chair_0001.off,2234,32,0.776861
openmp,omp_8t,data/chair_0001.off,2234,32,13.716005
openmp,omp_1t,data/chair_0001.off,2234,32,1.298950
openmp,omp_4t,data/chair_0001.off,2234,32,3.203738
openmp,omp_8t,data/chair_0001.off,2234,32,1.696700
openmp,omp_1t,data/chair_0001.off,2234,32,1.213337
openmp,omp_4t,data/chair_0001.off,2234,32,1.409216
openmp,omp_8t,data/chair_0001.off,2234,32,13.939694
openmp,omp_1t,data/table_0001.off,8652,32,2.382680
openmp,omp_4t,data/table_0001.off,8652,32,3.056632
openmp,omp_8t,data/table_0001.off,8652,32,7.618594
openmp,omp_1t,data/table_0001.off,8652,32,2.339331
openmp,omp_4t,data/table_0001.off,8652,32,1.615977
openmp,omp_8t,data/table_0001.off,8652,32,2.381348
openmp,omp_1t,data/table_0001.off,8652,32,2.376674
openmp,omp_4t,data/table_0001.off,8652,32,1.199983
openmp,omp_8t,data/table_0001.off,8652,32,1.077830
openmp,omp_1t,data/guitar_0001.off,11325,32,2.403326
openmp,omp_4t,data/guitar_0001.off,11325,32,1.193720
openmp,omp_8t,data/guitar_0001.off,11325,32,10.541140
openmp,omp_1t,data/guitar_0001.off,11325,32,2.420828
openmp,omp_4t,data/guitar_0001.off,11325,32,1.086061
openmp,omp_8t,data/guitar_0001.off,11325,32,7.765823
openmp,omp_1t,data/guitar_0001.off,11325,32,2.321660
openmp,omp_4t,data/guitar_0001.off,11325,32,2.796010
openmp,omp_8t,data/guitar_0001.off,11325,32,0.766986
openmp,omp_1t,data/lamp_0001.off,15328,32,3.683375
openmp,omp_4t,data/lamp_0001.off,15328,32,1.237124
openmp,omp_8t,data/lamp_0001.off,15328,32,15.319950
openmp,omp_1t,data/lamp_0001.off,15328,32,4.320753
openmp,omp_4t,data/lamp_0001.off,15328,32,1.286138
openmp,omp_8t,data/lamp_0001.off,15328,32,3.946711
openmp,omp_1t,data/lamp_0001.off,15328,32,3.624304
openmp,omp_4t,data/lamp_0001.off,15328,32,1.531025
openmp,omp_8t,data/lamp_0001.off,15328,32,14.552540
openmp,omp_1t,data/person_0001.off,22509,32,5.448373
openmp,omp_4t,data/person_0001.off,22509,32,2.524661
openmp,omp_8t,data/person_0001.off,22509,32,20.139286
openmp,omp_1t,data/person_0001.off,22509,32,5.136735
openmp,omp_4t,data/person_0001.off,22509,32,2.130854
openmp,omp_8t,data/person_0001.off,22509,32,18.798952
openmp,omp_1t,data/person_0001.off,22509,32,5.411507
openmp,omp_4t,data/person_0001.off,22509,32,2.065034
openmp,omp_8t,data/person_0001.off,22509,32,15.031065
openmp,omp_1t,data/bookshelf_0001.off,96,32,0.295417
openmp,omp_4t,data/bookshelf_0001.off,96,32,0.546238
openmp,omp_8t,data/bookshelf_0001.off,96,32,8.229637
openmp,omp_1t,data/bookshelf_0001.off,96,32,0.314195
