impl,config,mesh_file,num_triangles,grid_res,elapsed_ms
mpi,mpi_1p,data/airplane_0001.off,104773,32,17.960867
mpi,mpi_4p,data/airplane_0001.off,104773,32,13.653908
mpi,mpi_8p,data/airplane_0001.off,104773,32,14.346195
mpi,mpi_1p,data/airplane_0001.off,104773,32,18.196148
mpi,mpi_4p,data/airplane_0001.off,104773,32,13.643251
mpi,mpi_8p,data/airplane_0001.off,104773,32,12.739543
mpi,mpi_1p,data/airplane_0001.off,104773,32,18.547642
mpi,mpi_4p,data/airplane_0001.off,104773,32,13.218797
mpi,mpi_8p,data/airplane_0001.off,104773,32,17.718131
mpi,mpi_1p,data/chair_0001.off,2234,32,2.657352
mpi,mpi_4p,data/chair_0001.off,2234,32,0.450443
mpi,mpi_8p,data/chair_0001.off,2234,32,1.705162
mpi,mpi_1p,data/chair_0001.off,2234,32,1.445485
mpi,mpi_4p,data/chair_0001.off,2234,32,0.434209
mpi,mpi_8p,data/chair_0001.off,2234,32,0.944801
mpi,mpi_1p,data/chair_0001.off,2234,32,1.999962
mpi,mpi_4p,data/chair_0001.off,2234,32,0.467160
mpi,mpi_8p,data/chair_0001.off,2234,32,0.637454
mpi,mpi_1p,data/table_0001.off,8652,32,2.673444
mpi,mpi_4p,data/table_0001.off,8652,32,2.188002
mpi,mpi_8p,data/table_0001.off,8652,32,2.317507
mpi,mpi_1p,data/table_0001.off,8652,32,2.387012
mpi,mpi_4p,data/table_0001.off,8652,32,2.684969
mpi,mpi_8p,data/table_0001.off,8652,32,2.176374
mpi,mpi_1p,data/table_0001.off,8652,32,2.455073
mpi,mpi_4p,data/table_0001.off,8652,32,2.310464
mpi,mpi_8p,data/table_0001.off,8652,32,4.099126
mpi,mpi_1p,data/guitar_0001.off,11325,32,2.633258
mpi,mpi_4p,data/guitar_0001.off,11325,32,2.294912
mpi,mpi_8p,data/guitar_0001.off,11325,32,2.454085
mpi,mpi_1p,data/guitar_0001.off,11325,32,3.001985
mpi,mpi_4p,data/guitar_0001.off,11325,32,2.311236
mpi,mpi_8p,data/guitar_0001.off,11325,32,13.375021
mpi,mpi_1p,data/guitar_0001.off,11325,32,2.369316
mpi,mpi_4p,data/guitar_0001.off,11325,32,5.842031
mpi,mpi_8p,data/guitar_0001.off,11325,32,4.172276
mpi,mpi_1p,data/lamp_0001.off,15328,32,4.050309
mpi,mpi_4p,data/lamp_0001.off,15328,32,2.504338
mpi,mpi_8p,data/lamp_0001.off,15328,32,1.604467
mpi,mpi_1p,data/lamp_0001.off,15328,32,5.691693
mpi,mpi_4p,data/lamp_0001.off,15328,32,2.994505
mpi,mpi_8p,data/lamp_0001.off,15328,32,1.730446
mpi,mpi_1p,data/lamp_0001.off,15328,32,3.815575
mpi,mpi_4p,data/lamp_0001.off,15328,32,3.051535
mpi,mpi_8p,data/lamp_0001.off,15328,32,2.281043
mpi,mpi_1p,data/person_0001.off,22509,32,8.109593
mpi,mpi_4p,data/person_0001.off,22509,32,2.941979
mpi,mpi_8p,data/person_0001.off,22509,32,3.058330
mpi,mpi_1p,data/person_0001.off,22509,32,5.690038
mpi,mpi_4p,data/person_0001.off,22509,32,3.241097
mpi,mpi_8p,data/person_0001.off,22509,32,1.949010
mpi,mpi_1p,data/person_0001.off,22509,32,5.240720
mpi,mpi_4p,data/person_0001.off,22509,32,2.877789
mpi,mpi_8p,data/person_0001.off,22509,32,2.929463
mpi,mpi_1p,data/bookshelf_0001.off,96,32,0.530291
mpi,mpi_4p,data/bookshelf_0001.off,96,32,0.120402
mpi,mpi_8p,data/bookshelf_0001.off,96,32,0.443411
mpi,mpi_1p,data/bookshelf_0001.off,96,32,0.385092
mpi,mpi_4p,data/bookshelf_0001.off,96,32,0.162325
mpi,mpi_8p,data/bookshelf_0001.off,96,32,0.284738
mpi,mpi_1p,data/bookshelf_0001.off,96,32,0.513194
mpi,mpi_4p,data/bookshelf_0001.off,96,32,0.125956
mpi,mpi_8p,data/bookshelf_0001.off,96,32,1.287051
mpi,mpi_1p,data/bottle_0001.off,1070,32,1.330184
mpi,mpi_4p,data/bottle_0001.off,1070,32,0.523487
mpi,mpi_8p,data/bottle_0001.off,1070,32,0.589735
mpi,mpi_1p,data/bottle_0001.off,1070,32,3.777323
mpi,mpi_4p,data/bottle_0001.off,1070,32,0.453158
mpi,mpi_8p,data/bottle_0001.off,1070,32,0.475572
mpi,mpi_1p,data/bottle_0001.off,1070,32,1.794859
