impl,config,mesh_file,mesh_display,grid_res,num_triangles,runs,mean_ms,stdev_ms,min_ms,max_ms,speedup_vs_seq
cuda,cuda_64tpb,data/piano_0001.off,piano_0001.off,64,16719,3,3.080875,1.140156,2.249728,4.380672,2.449398
cuda,cuda_128tpb,data/piano_0001.off,piano_0001.off,64,16719,3,2.115883,0.054466,2.076544,2.178048,3.566496
cuda,cuda_256tpb,data/piano_0001.off,piano_0001.off,64,16719,3,2.118315,0.057539,2.058240,2.172928,3.562401
sequential,seq_1t,data/table_0001.off,table_0001.off,64,8652,3,5.522185,0.188938,5.390190,5.738617,1.000000
openmp,omp_1t,data/table_0001.off,table_0001.off,64,8652,3,5.547423,0.231676,5.287341,5.731701,0.995450
openmp,omp_4t,data/table_0001.off,table_0001.off,64,8652,3,3.601284,1.522095,1.911104,4.863797,1.533393
openmp,omp_8t,data/table_0001.off,table_0001.off,64,8652,3,6.444130,5.127695,3.208097,12.356250,0.856933
pthreads,pth_1t,data/table_0001.off,table_0001.off,64,8652,3,6.471324,0.163663,6.290111,6.608375,0.853332
pthreads,pth_4t,data/table_0001.off,table_0001.off,64,8652,3,3.201034,0.131165,3.049744,3.282808,1.725125
pthreads,pth_8t,data/table_0001.off,table_0001.off,64,8652,3,4.478041,1.584338,3.132158,6.224098,1.233170
mpi,mpi_1p,data/table_0001.off,table_0001.off,64,8652,3,5.654564,0.307787,5.399589,5.996467,0.976589
mpi,mpi_4p,data/table_0001.off,table_0001.off,64,8652,3,5.927386,0.593377,5.254832,6.377020,0.931639
mpi,mpi_8p,data/table_0001.off,table_0001.off,64,8652,3,7.395756,2.593555,5.062524,10.188271,0.746669
cuda,cuda_64tpb,data/table_0001.off,table_0001.off,64,8652,3,0.869035,0.151913,0.754688,1.041408,6.354390
cuda,cuda_128tpb,data/table_0001.off,table_0001.off,64,8652,3,0.782592,0.046400,0.729088,0.811776,7.056276
cuda,cuda_256tpb,data/table_0001.off,table_0001.off,64,8652,3,0.785408,0.029519,0.758784,0.817152,7.030976
sequential,seq_1t,data/airplane_0001.off,airplane_0001.off,128,104773,3,47.725464,0.471247,47.243627,48.185353,1.000000
openmp,omp_1t,data/airplane_0001.off,airplane_0001.off,128,104773,3,47.377889,0.508271,46.827605,47.829750,1.007336
openmp,omp_4t,data/airplane_0001.off,airplane_0001.off,128,104773,3,13.346545,0.352871,13.021961,13.722149,3.575866
openmp,omp_8t,data/airplane_0001.off,airplane_0001.off,128,104773,3,16.919669,14.537236,8.310007,33.703944,2.820709
pthreads,pth_1t,data/airplane_0001.off,airplane_0001.off,128,104773,3,55.632223,6.807398,50.637582,63.386047,0.857874
pthreads,pth_4t,data/airplane_0001.off,airplane_0001.off,128,104773,3,19.150819,2.962306,17.338505,22.569324,2.492085
pthreads,pth_8t,data/airplane_0001.off,airplane_0001.off,128,104773,3,11.985439,1.010187,11.023075,13.037470,3.981954
mpi,mpi_1p,data/airplane_0001.off,airplane_0001.off,128,104773,3,48.041064,1.202225,47.160058,49.410661,0.993431
mpi,mpi_4p,data/airplane_0001.off,airplane_0001.off,128,104773,3,39.058389,2.126865,37.443417,41.468202,1.221900
mpi,mpi_8p,data/airplane_0001.off,airplane_0001.off,128,104773,3,27.593573,2.957784,24.645995,30.561459,1.729586
cuda,cuda_64tpb,data/airplane_0001.off,airplane_0001.off,128,104773,3,3.449440,2.996385,1.633056,6.907904,13.835714
cuda,cuda_128tpb,data/airplane_0001.off,airplane_0001.off,128,104773,3,2.086912,0.510001,1.716224,2.668544,22.868940
cuda,cuda_256tpb,data/airplane_0001.off,airplane_0001.off,128,104773,3,2.024448,0.623554,1.509376,2.717696,23.574557
sequential,seq_1t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,4.105406,0.521797,3.677676,4.686773,1.000000
openmp,omp_1t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,3.788118,0.223349,3.530270,3.921590,1.083759
openmp,omp_4t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,4.843117,3.976639,2.516030,9.434802,0.847678
openmp,omp_8t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,9.869837,4.699588,5.311402,14.698884,0.415955
pthreads,pth_1t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,4.171233,0.022697,4.157911,4.197440,0.984219
pthreads,pth_4t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,2.320631,1.691180,1.337705,4.273422,1.769091
pthreads,pth_8t,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,2.806220,1.205272,1.427447,3.659675,1.462966
mpi,mpi_1p,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,5.602719,1.187996,4.440490,6.814906,0.732752
mpi,mpi_4p,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,1.639238,0.026421,1.610865,1.663134,2.504459
mpi,mpi_8p,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,2.642313,0.706524,1.828779,3.101978,1.553717
cuda,cuda_64tpb,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,2.253824,0.071011,2.179072,2.320384,1.821529
cuda,cuda_128tpb,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,2.159573,0.075560,2.111360,2.246656,1.901026
cuda,cuda_256tpb,data/bookshelf_0001.off,bookshelf_0001.off,128,96,3,2.483520,0.526783,2.086848,3.081216,1.653059
sequential,seq_1t,data/bottle_0001.off,bottle_0001.off,128,1070,3,15.162515,0.895416,14.285474,16.075240,1.000000
openmp,omp_1t,data/bottle_0001.off,bottle_0001.off,128,1070,3,14.126765,0.166462,13.958010,14.290835,1.073318
openmp,omp_4t,data/bottle_0001.off,bottle_0001.off,128,1070,3,9.568190,3.677430,7.020808,13.784095,1.584680
openmp,omp_8t,data/bottle_0001.off,bottle_0001.off,128,1070,3,11.313403,5.922430,4.651302,15.981422,1.340226
pthreads,pth_1t,data/bottle_0001.off,bottle_0001.off,128,1070,3,17.555700,0.413711,17.079451,17.826179,0.863680
pthreads,pth_4t,data/bottle_0001.off,bottle_0001.off,128,1070,3,15.849203,2.335341,13.916261,18.444054,0.956674
pthreads,pth_8t,data/bottle_0001.off,bottle_0001.off,128,1070,3,11.662704,1.871942,10.398605,13.813209,1.300086
mpi,mpi_1p,data/bottle_0001.off,bottle_0001.off,128,1070,3,17.204067,2.435168,15.006506,19.822086,0.881333
mpi,mpi_4p,data/bottle_0001.off,bottle_0001.off,128,1070,3,8.620467,1.406771,7.598440,10.224915,1.758897
mpi,mpi_8p,data/bottle_0001.off,bottle_0001.off,128,1070,3,6.665741,2.167102,4.510653,8.844660,2.274693
cuda,cuda_64tpb,data/bottle_0001.off,bottle_0001.off,128,1070,3,3.295499,0.018456,3.281920,3.316512,4.600977
cuda,cuda_128tpb,data/bottle_0001.off,bottle_0001.off,128,1070,3,3.385216,0.025737,3.361792,3.412768,4.479039
cuda,cuda_256tpb,data/bottle_0001.off,bottle_0001.off,128,1070,3,3.480235,0.085505,3.427328,3.578880,4.356751
sequential,seq_1t,data/chair_0001.off,chair_0001.off,128,2234,3,12.764696,1.515608,11.717741,14.502662,1.000000
openmp,omp_1t,data/chair_0001.off,chair_0001.off,128,2234,3,12.215517,0.387550,11.917820,12.653722,1.044957
openmp,omp_4t,data/chair_0001.off,chair_0001.off,128,2234,3,6.022731,3.587016,3.898681,10.164203,2.119420
openmp,omp_8t,data/chair_0001.off,chair_0001.off,128,2234,3,14.936774,9.217551,5.345362,23.728334,0.854582
pthreads,pth_1t,data/chair_0001.off,chair_0001.off,128,2234,3,14.642043,0.267660,14.430183,14.942853,0.871784
pthreads,pth_4t,data/chair_0001.off,chair_0001.off,128,2234,3,10.743937,0.275395,10.428419,10.936023,1.188084
pthreads,pth_8t,data/chair_0001.off,chair_0001.off,128,2234,3,11.922165,2.105257,10.371346,14.318787,1.070669
mpi,mpi_1p,data/chair_0001.off,chair_0001.off,128,2234,3,14.403685,1.789904,12.781049,16.323626,0.886210
mpi,mpi_4p,data/chair_0001.off,chair_0001.off,128,2234,3,5.412142,1.135058,4.119894,6.247809,2.358529
mpi,mpi_8p,data/chair_0001.off,chair_0001.off,128,2234,3,4.227971,0.354687,3.833781,4.521314,3.019106
cuda,cuda_64tpb,data/chair_0001.off,chair_0001.off,128,2234,3,3.981952,1.423714,3.072000,5.622656,3.205638
cuda,cuda_128tpb,data/chair_0001.off,chair_0001.off,128,2234,3,3.025579,0.134227,2.888704,3.156992,4.218927
cuda,cuda_256tpb,data/chair_0001.off,chair_0001.off,128,2234,3,3.056928,0.107618,2.942976,3.156832,4.175661
sequential,seq_1t,data/guitar_0001.off,guitar_0001.off,128,11325,3,7.697551,0.178948,7.532914,7.888006,1.000000
openmp,omp_1t,data/guitar_0001.off,guitar_0001.off,128,11325,3,7.576127,0.121189,7.485221,7.713715,1.016027
openmp,omp_4t,data/guitar_0001.off,guitar_0001.off,128,11325,3,7.181578,0.564193,6.672504,7.788175,1.071847
openmp,omp_8t,data/guitar_0001.off,guitar_0001.off,128,11325,3,11.850840,7.727660,6.881716,20.753937,0.649536
pthreads,pth_1t,data/guitar_0001.off,guitar_0001.off,128,11325,3,8.526463,0.055184,8.462971,8.562879,0.902784
pthreads,pth_4t,data/guitar_0001.off,guitar_0001.off,128,11325,3,4.042448,1.606547,2.694247,5.820070,1.904181
pthreads,pth_8t,data/guitar_0001.off,guitar_0001.off,128,11325,3,2.794208,0.059614,2.752051,2.862413,2.754824
mpi,mpi_1p,data/guitar_0001.off,guitar_0001.off,128,11325,3,10.208659,1.611889,8.623986,11.846451,0.754022
mpi,mpi_4p,data/guitar_0001.off,guitar_0001.off,128,11325,3,8.749889,1.161221,7.951212,10.081976,0.879731
mpi,mpi_8p,data/guitar_0001.off,guitar_0001.off,128,11325,3,11.559448,3.344449,8.467361,15.109135,0.665910
cuda,cuda_64tpb,data/guitar_0001.off,guitar_0001.off,128,11325,3,2.454144,2.115887,1.006464,4.882432,3.136552
cuda,cuda_128tpb,data/guitar_0001.off,guitar_0001.off,128,11325,3,0.715755,0.049671,0.665600,0.764928,10.754455
cuda,cuda_256tpb,data/guitar_0001.off,guitar_0001.off,128,11325,3,1.769472,1.790501,0.656384,3.834880,4.350197
sequential,seq_1t,data/lamp_0001.off,lamp_0001.off,128,15328,3,38.466742,0.244183,38.255741,38.734213,1.000000
openmp,omp_1t,data/lamp_0001.off,lamp_0001.off,128,15328,3,38.633157,0.333730,38.328318,38.989734,0.995692
openmp,omp_4t,data/lamp_0001.off,lamp_0001.off,128,15328,3,19.016367,2.592627,17.357415,22.003995,2.022823
openmp,omp_8t,data/lamp_0001.off,lamp_0001.off,128,15328,3,47.447510,22.562178,29.156498,72.659473,0.810722
pthreads,pth_1t,data/lamp_0001.off,lamp_0001.off,128,15328,3,49.920041,0.098361,49.860041,50.033556,0.770567
pthreads,pth_4t,data/lamp_0001.off,lamp_0001.off,128,15328,3,48.567191,1.023116,47.798214,49.728385,0.792031
pthreads,pth_8t,data/lamp_0001.off,lamp_0001.off,128,15328,3,47.567240,1.467038,46.369284,49.203463,0.808681
mpi,mpi_1p,data/lamp_0001.off,lamp_0001.off,128,15328,3,39.628620,0.358066,39.217820,39.874567,0.970681
mpi,mpi_4p,data/lamp_0001.off,lamp_0001.off,128,15328,3,24.190698,1.284180,23.168550,25.632110,1.590146
mpi,mpi_8p,data/lamp_0001.off,lamp_0001.off,128,15328,3,15.064493,2.535985,13.179963,17.947797,2.553471
cuda,cuda_64tpb,data/lamp_0001.off,lamp_0001.off,128,15328,3,11.759253,0.987359,11.182080,12.899328,3.271189
cuda,cuda_128tpb,data/lamp_0001.off,lamp_0001.off,128,15328,3,11.412139,0.072742,11.340800,11.486208,3.370686
cuda,cuda_256tpb,data/lamp_0001.off,lamp_0001.off,128,15328,3,11.397451,0.191048,11.249664,11.613184,3.375030
sequential,seq_1t,data/person_0001.off,person_0001.off,128,22509,3,21.008581,0.352986,20.629717,21.328190,1.000000
openmp,omp_1t,data/person_0001.off,person_0001.off,128,22509,3,20.976426,0.387351,20.588183,21.362878,1.001533
openmp,omp_4t,data/person_0001.off,person_0001.off,128,22509,3,6.541840,0.929761,5.712416,7.546889,3.211418
openmp,omp_8t,data/person_0001.off,person_0001.off,128,22509,3,20.060861,4.832107,14.798170,24.297611,1.047242
pthreads,pth_1t,data/person_0001.off,person_0001.off,128,22509,3,22.588655,0.311245,22.335547,22.936174,0.930050
pthreads,pth_4t,data/person_0001.off,person_0001.off,128,22509,3,8.880559,0.317995,8.614327,9.232675,2.365682
pthreads,pth_8t,data/person_0001.off,person_0001.off,128,22509,3,8.025318,2.188595,6.331482,10.496470,2.617788
mpi,mpi_1p,data/person_0001.off,person_0001.off,128,22509,3,22.907167,2.269861,21.208678,25.485174,0.917118
mpi,mpi_4p,data/person_0001.off,person_0001.off,128,22509,3,12.626753,0.830650,11.860385,13.509426,1.663815
mpi,mpi_8p,data/person_0001.off,person_0001.off,128,22509,3,10.043847,2.341360,7.744714,12.425265,2.091687
cuda,cuda_64tpb,data/person_0001.off,person_0001.off,128,22509,3,0.956075,0.107955,0.831488,1.021952,21.973787
cuda,cuda_128tpb,data/person_0001.off,person_0001.off,128,22509,3,2.312875,2.163112,1.006592,4.809728,9.083320
cuda,cuda_256tpb,data/person_0001.off,person_0001.off,128,22509,3,0.983680,0.025170,0.968576,1.012736,21.357129
sequential,seq_1t,data/piano_0001.off,piano_0001.off,128,16719,3,17.056904,0.362469,16.825038,17.474603,1.000000
openmp,omp_1t,data/piano_0001.off,piano_0001.off,128,16719,3,18.522518,2.651067,16.904225,21.581998,0.920874
openmp,omp_4t,data/piano_0001.off,piano_0001.off,128,16719,3,9.218760,7.309305,4.962447,17.658714,1.850238
openmp,omp_8t,data/piano_0001.off,piano_0001.off,128,16719,3,12.787260,3.636722,9.100149,16.371406,1.333898
pthreads,pth_1t,data/piano_0001.off,piano_0001.off,128,16719,3,18.952536,0.411626,18.495034,19.292889,0.899980
pthreads,pth_4t,data/piano_0001.off,piano_0001.off,128,16719,3,6.808615,0.373658,6.494673,7.221908,2.505194
pthreads,pth_8t,data/piano_0001.off,piano_0001.off,128,16719,3,8.495589,1.259756,7.217534,9.736211,2.007737
mpi,mpi_1p,data/piano_0001.off,piano_0001.off,128,16719,3,18.286055,1.006993,17.335967,19.341645,0.932782
mpi,mpi_4p,data/piano_0001.off,piano_0001.off,128,16719,3,8.029167,0.420471,7.667484,8.490517,2.124368
mpi,mpi_8p,data/piano_0001.off,piano_0001.off,128,16719,3,9.981970,0.970392,9.389301,11.101844,1.708771
cuda,cuda_64tpb,data/piano_0001.off,piano_0001.off,128,16719,3,8.539819,2.225841,7.137280,11.106304,1.997338
cuda,cuda_128tpb,data/piano_0001.off,piano_0001.off,128,16719,3,7.640011,0.617821,7.117824,8.322048,2.232576
cuda,cuda_256tpb,data/piano_0001.off,piano_0001.off,128,16719,3,7.320843,0.053198,7.268352,7.374720,2.329910
sequential,seq_1t,data/table_0001.off,table_0001.off,128,8652,3,14.673730,0.306978,14.337136,14.938276,1.000000
openmp,omp_1t,data/table_0001.off,table_0001.off,128,8652,3,15.674911,1.627478,14.688190,17.553360,0.936128
openmp,omp_4t,data/table_0001.off,table_0001.off,128,8652,3,4.987778,0.836168,4.314343,5.923695,2.941938
openmp,omp_8t,data/table_0001.off,table_0001.off,128,8652,3,17.926385,5.594117,12.861814,23.930952,0.818555
pthreads,pth_1t,data/table_0001.off,table_0001.off,128,8652,3,16.799506,0.200226,16.624274,17.017739,0.873462
pthreads,pth_4t,data/table_0001.off,table_0001.off,128,8652,3,8.263018,0.244839,8.063191,8.536131,1.775832
pthreads,pth_8t,data/table_0001.off,table_0001.off,128,8652,3,7.384692,0.606063,6.837798,8.036283,1.987047
mpi,mpi_1p,data/table_0001.off,table_0001.off,128,8652,3,15.575057,0.301275,15.246020,15.837391,0.942130
mpi,mpi_4p,data/table_0001.off,table_0001.off,128,8652,3,14.394907,1.557933,13.289216,16.176671,1.019370
mpi,mpi_8p,data/table_0001.off,table_0001.off,128,8652,3,18.385104,2.936558,14.995998,20.173718,0.798131
cuda,cuda_64tpb,data/table_0001.off,table_0001.off,128,8652,3,2.010784,0.143593,1.848320,2.120704,7.297517
cuda,cuda_128tpb,data/table_0001.off,table_0001.off,128,8652,3,1.954720,0.052793,1.916928,2.015040,7.506820
cuda,cuda_256tpb,data/table_0001.off,table_0001.off,128,8652,3,2.005611,0.076352,1.923008,2.073600,7.316340
